Group,Subject_Number,Subject,Timepoint,Elapsed_Minutes,Source_Sheet,Date,Time,Phase,Recording,Alarms,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,EIP,EEP,Tr,TB,TP,Tbody,Tc,RH,Rinx,BFCF
b,6,6b,7.5,7.4903666666666675,6b_WBPth,2025-12-17,11:15:18.940000,Toxicity,Original,,81.98324584960938,2.086914539337158,170.38616943359375,0.5038497447967529,0.7052868604660034,0.7107998132705688,11.153897285461426,9.932056427001951,7.652272701263428,0.3425498902797699,0.3912006020545959,0.5526251792907715,13.046913146972656,0.0,0.2387891113758087,14.740406036376951,10.26169776916504,37.0,25.0,30.0,50.0,
b,7,7b,7.5,7.483833333333333,7b_WBPth,2025-12-17,11:18:55.079000,Toxicity,Original,,92.13384246826172,2.338778018951416,215.4720764160156,0.6417059898376465,0.7066594958305359,0.6115922927856445,11.153897285461426,10.199699401855469,9.585488319396973,0.3420152366161346,0.309307724237442,0.8250870704650879,10.974990844726562,0.0,0.1897689402103424,13.844764709472656,10.89894676208496,37.0,25.0,30.0,0.0,
b,8,8b,7.5,7.487333333333334,8b_WBPth,2025-12-17,11:29:48.763000,Toxicity,Original,,88.39275360107422,2.776582717895508,242.7306365966797,0.5959900617599487,0.5453441739082336,0.7201279401779175,11.153897285461426,12.342348098754885,15.099005699157717,0.3864975869655609,0.2955321073532104,1.1679030656814575,12.874393463134766,0.0,0.2032797336578369,16.303489685058594,9.597946166992188,37.0,25.0,30.0,0.0,
b,9,9b,7.5,7.49145,9b_WBPth,2025-12-17,11:25:46.484000,Toxicity,Original,,100.84384155273438,1.801679611206055,181.4737243652344,0.8256468772888184,0.7359344959259033,0.5531812906265259,11.153897285461426,7.992766380310059,9.499372482299805,0.3361978530883789,0.2592964470386505,0.838074803352356,10.592097282409668,0.0,0.1578460335731506,15.848828315734863,12.39577293395996,37.0,25.0,30.0,0.0,
c,2,2c,2.5,2.5049833333333336,2c_WBPth,2025-12-17,12:08:32.638000,Toxicity,Original,,76.73426818847656,1.9298312664031985,145.5469970703125,1.5615479946136477,1.775647521018982,0.18385910987854,11.153897285461426,9.94266128540039,6.712270736694336,0.3008037209510803,0.4840683341026306,0.5210400819778442,10.772297859191896,76.90126037597656,0.1784818172454834,5.436901092529297,30.80571556091309,37.0,25.0,30.0,0.0,
c,3,3c,2.5,2.4880166666666668,3c_WBPth,2025-12-17,12:11:29.087000,Toxicity,Original,,50.86824798583984,2.7469735145568848,139.73373413085938,0.9197203516960144,1.5144091844558716,0.3422183990478515,11.153897285461426,13.698271751403809,6.687801837921143,0.4431458413600921,0.7363718748092651,0.4234067499637604,24.70406723022461,0.0,0.3035700023174286,5.1144561767578125,10.239227294921877,37.0,25.0,30.0,0.0,
c,4,4c,2.5,2.549033333333333,4c_WBPth,2025-12-17,12:19:03.141000,Toxicity,Original,,177.8971710205078,0.2581360936164856,45.92167663574219,0.6515489220619202,1.0089268684387207,0.3872662484645843,11.153897285461426,3.0177180767059326,1.8034319877624512,0.1410260796546936,0.1962474137544632,0.1471858620643615,5.08717155456543,14.925403594970703,0.0991853177547454,10.65854835510254,29.0068588256836,37.0,25.0,30.0,88.88888549804688,
c,6,6c,2.5,2.49895,6c_WBPth,2025-12-17,12:25:16.290000,Toxicity,Original,,52.325138092041016,1.377934813499451,72.10063171386719,2.207879066467285,1.848329782485962,0.2331055253744125,11.153897285461426,6.093721389770508,6.0204057693481445,0.4431324005126953,0.703544020652771,0.2753713726997375,10.447985649108888,0.0,0.255413681268692,7.176842212677002,27.184324264526367,37.0,25.0,30.0,75.0,
c,7,7c,2.5,2.5005,7c_WBPth,2025-12-17,12:28:26.636000,Toxicity,Original,,59.74895095825195,0.8020849227905273,47.92373275756836,3.6620633602142334,6.004277229309082,0.0852267444133758,11.153897285461426,7.135860443115234,3.2142114639282227,0.2297969758510589,0.774404764175415,0.1662120819091797,6.746156692504883,457.4963684082031,0.1114731431007385,0.7281049489974976,57.36572265625,37.0,25.0,30.0,0.0,
c,8,8c,2.5,2.5,8c_WBPth,2025-12-17,12:38:22.891000,Toxicity,Original,,50.00853729248047,1.908851861953736,95.4588851928711,1.2213419675827026,1.5727853775024414,0.2817962765693664,11.153897285461426,9.461480140686035,4.597628116607666,0.4474785923957824,0.7523165941238403,0.2121506780385971,12.302689552307127,0.0,0.2998298704624176,,17.215248107910156,37.0,25.0,30.0,50.0,
c,9,9c,2.5,2.4802166666666663,9c_WBPth,2025-12-17,12:34:16.939000,Toxicity,Original,,42.64284133911133,2.3618741035461426,100.71702575683594,1.418856143951416,1.5327904224395752,0.2631986737251282,11.153897285461426,8.673937797546387,5.741421222686768,0.4799793362617492,0.92705637216568,0.469864159822464,18.24400329589844,0.0,0.3787163496017456,5.283144474029541,9.557721138000488,37.0,25.0,30.0,80.0,
c,2,2c,4.8,4.804983333333333,2c_WBPth,2025-12-17,12:10:50.638000,Toxicity,Original,,100.37448120117188,2.159759521484375,215.63250732421875,0.8572229743003845,0.9417452216148376,0.3763599991798401,11.153897285461426,13.4427490234375,10.97068977355957,0.2978435158729553,0.3049904704093933,0.8046365976333618,9.997284889221191,7.111969947814941,0.161306545138359,6.989404678344727,19.98682975769043,37.0,25.0,30.0,0.0,
c,3,3c,4.8,4.788016666666667,3c_WBPth,2025-12-17,12:13:47.087000,Toxicity,Original,,51.74936676025391,1.6737284660339355,87.01341247558594,2.428046464920044,2.4519145488739014,0.1497348845005035,11.153897285461426,8.548974990844727,6.654484748840332,0.4348333179950714,0.7284893989562988,0.2472479492425918,11.881808280944824,123.04804229736328,0.221559464931488,2.8457300662994385,24.51938247680664,37.0,25.0,30.0,71.42857360839844,
c,4,4c,4.8,4.8157000000000005,4c_WBPth,2025-12-17,12:21:19.141000,Toxicity,Original,,76.15066528320312,2.262089729309082,171.96585083007812,0.960590362548828,0.9082018733024596,0.3295600116252899,11.153897285461426,9.949021339416504,8.829012870788574,0.409119188785553,0.3801839351654053,0.6967729330062866,13.445927619934082,0.0,0.2083614468574524,8.33919906616211,19.31196975708008,37.0,25.0,30.0,0.0,
